sender_bank,sender_account,transaction_count,total_sent,unique_receivers,first_txn,last_txn,laundering_count,laundering_rate,total_received,fan_out,fan_in,active_days,txn_percentile,fan_out_percentile,fan_in_percentile,risk_score,risk_category,sent_percentile,risk_driver,txn_log,sent_log
1490,80055AD10,12,541342.52,3,2022-09-01 00:05:00,2022-09-09 04:26:00,0,0.0,441913.28,3,1.0,9,0.7997581484067372,0.8483990913462602,0.3461264509586538,66.84560733522602,Low,0.8301465395302606,Normal,2.5649493574615367,13.201809328592589
12,80027F580,83,2095320.35,9,2022-09-01 00:09:00,2022-09-10 19:27:00,0,0.0,10891.68,9,3.0,10,0.986456713192582,0.984577433757412,0.7664633128034463,84.15025482948657,High,0.9008589554506146,High Activity,4.430816798843313,14.55521748859696
225,813D49511,26,4.368928,4,2022-09-01 00:02:00,2022-09-10 04:55:00,0,0.0,4.177473,4,4.0,10,0.8908830802476464,0.9117784945241338,0.9065179205591964,67.88282773204776,Medium,0.0206459167925891,Normal,3.295836866004329,1.6806282610320182
17321,806E6F6D0,2,193979.65,2,2022-09-01 00:03:00,2022-09-01 00:26:00,0,0.0,14740.65,2,1.0,1,0.4665613009281709,0.6908142672319261,0.3461264509586538,50.1248292250085,Low,0.7555286831563042,Normal,1.0986122886681096,12.175513690802832
130596,8139203D0,1,5.29,1,2022-09-01 00:11:00,2022-09-01 00:11:00,0,0.0,5.29,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,18.13681717669452,Low,0.0228471284650472,Normal,0.6931471805599453,1.8389610707123487
136731,813650D30,2,72066.25,1,2022-09-01 00:01:00,2022-09-01 22:18:00,0,0.0,251430.19,1,4.0,1,0.4665613009281709,0.2889402191956121,0.9065179205591964,47.26908907261383,Low,0.6745446167899735,Normal,1.0986122886681096,11.185354989843454
5425,8048E1F70,1,5.67,1,2022-09-01 04:26:00,2022-09-01 04:26:00,0,0.0,1737.37,1,2.0,1,0.1536773715842486,0.2889402191956121,0.5849921227205689,21.73347431282558,Low,0.0237585991118694,Normal,0.6931471805599453,1.8976198599275325
43735,8118087A0,2,115000.52,1,2022-09-01 00:14:00,2022-09-01 11:18:00,0,0.0,796476.0399999999,1,3.0,1,0.4665613009281709,0.2889402191956121,0.7664633128034463,45.75577616856372,Low,0.7137116976090495,Normal,1.0986122886681096,11.652700624649343
17120,806F058B0,1,900.87,1,2022-09-01 00:18:00,2022-09-01 00:18:00,0,0.0,900.87,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,21.279036778746036,Low,0.2323284352684814,Normal,0.6931471805599453,6.804470385507223
12,8007DE680,19,2076824.9,4,2022-09-01 08:31:00,2022-09-09 12:22:00,0,0.0,23461434.18,4,3.0,9,0.8439725230835474,0.9117784945241338,0.7664633128034463,77.33769082030346,Medium,0.900482697148284,Normal,2.995732273553991,14.546351276523543
43049,80FFD2E50,19,906274.61,4,2022-09-01 00:00:00,2022-09-09 19:42:00,0,0.0,580916.9199999999,4,3.0,9,0.8439725230835474,0.9117784945241338,0.7664633128034463,76.73753870732133,Medium,0.8604725562828094,Normal,2.995732273553991,13.71709874406208
238190,80FC47FE0,2,269.18,1,2022-09-01 00:10:00,2022-09-01 04:07:00,0,0.0,7352244.600000001,1,3.0,1,0.4665613009281709,0.2889402191956121,0.7664633128034463,37.02915398220117,Low,0.1319378912231211,Normal,1.0986122886681096,5.599088403541535
329068,80A8BFFD0,2,1450.04,1,2022-09-02 04:01:00,2022-09-09 00:46:00,0,0.0,0.0,1,0.0,7,0.4665613009281709,0.2889402191956121,0.0950193058738548,29.11838856818625,Low,0.2759965311801432,Normal,1.0986122886681096,7.280035819699258
318976,807128E10,1,91700.97,1,2022-09-01 00:18:00,2022-09-01 00:18:00,0,0.0,91700.97,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,28.217139269897928,Low,0.6948686013452743,Normal,0.6931471805599453,11.426299141110851
17732,804756EB0,4,186805.57,3,2022-09-01 02:09:00,2022-09-01 08:19:00,0,0.0,1980.72,3,1.0,1,0.7272791293342643,0.8483990913462602,0.3461264509586538,63.1455093471013,Low,0.7525910514910493,Normal,1.6094379124341005,12.137828975464592
18549,804294500,1,21.93,1,2022-09-01 11:03:00,2022-09-01 11:03:00,0,0.0,21.93,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,18.6823414131618,Low,0.0592154108961989,Normal,0.6931471805599453,3.132446096869813
316744,8063890D0,3,209914.41,1,2022-09-01 18:33:00,2022-09-09 10:38:00,0,0.0,0.0,1,0.0,8,0.6697196573836165,0.2889402191956121,0.0950193058738548,43.51417709089958,Low,0.7616796009649919,Normal,1.3862943611198906,12.254459919026248
35520,80D5EC4E0,39,9696122.9,3,2022-09-01 00:29:00,2022-09-09 03:29:00,0,0.0,3191224.35,3,6.0,9,0.9330441308735028,0.8483990913462602,0.9807011684128136,82.82435175925907,High,0.9498208245891844,Fan-In,3.688879454113936,16.087236765674934
28694,80378B110,12,2819.99,10,2022-09-01 00:01:00,2022-09-10 00:14:00,0,0.0,18838.0,10,1.0,10,0.7997581484067372,0.989834989607625,0.3461264509586538,62.99750603119925,Low,0.3378799554928682,Fan-Out,2.5649493574615367,7.944843166153459
116,80DC23FF0,3,13869.05,3,2022-09-01 04:43:00,2022-09-07 05:40:00,0,0.0,7694.49,3,3.0,7,0.6697196573836165,0.8483990913462602,0.7664633128034463,63.81632558616818,Low,0.5112807068022269,Normal,1.3862943611198906,9.537487118205048
128121,80AC4FC20,3,345993.22,2,2022-09-01 23:15:00,2022-09-09 22:53:00,0,0.0,31873.62,2,4.0,8,0.6697196573836165,0.6908142672319261,0.9065179205591964,66.30136579751671,Low,0.7995368199936016,Normal,1.3862943611198906,12.754177348698017
2991,80131DB90,18,20007.94,3,2022-09-01 00:11:00,2022-09-09 07:28:00,0,0.0,32495.69,3,3.0,9,0.8408055146992247,0.8483990913462602,0.7664633128034463,70.3607804039847,Medium,0.5483773609202433,Normal,2.9444389791664403,9.903934452661389
17907,80BDECD70,46,883277.5,4,2022-09-01 01:26:00,2022-09-09 00:24:00,0,0.0,2394511.11,4,3.0,8,0.9498137823214936,0.9117784945241338,0.7664633128034463,80.42088615872466,High,0.8590661148211566,Normal,3.8501476017100575,13.691395831895836
32738,80D4FF950,1,2586.62,1,2022-09-01 00:14:00,2022-09-01 00:14:00,0,0.0,5691722.0,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,29.038157018424585,Low,0.3292662560689257,Normal,0.6931471805599453,7.858493813309847
33500,8130CAA10,3,5304.13,1,2022-09-01 00:12:00,2022-09-09 05:11:00,0,0.0,0.0,1,0.0,9,0.6697196573836165,0.2889402191956121,0.0950193058738548,38.25330131448957,Low,0.4109545492043243,Normal,1.3862943611198906,8.576429555931625
222819,8085EA5B0,2,34459.88,1,2022-09-02 04:30:00,2022-09-10 13:18:00,0,0.0,0.0,1,0.0,9,0.4665613009281709,0.2889402191956121,0.0950193058738548,34.04696991342035,Low,0.6045686208624163,Normal,1.0986122886681096,10.447580046610184
140945,80F939C10,1,18.11,1,2022-09-01 05:08:00,2022-09-01 05:08:00,0,0.0,3962.26,1,2.0,1,0.1536773715842486,0.2889402191956121,0.5849921227205689,22.150457043173127,Low,0.0515574478017058,Normal,0.6931471805599453,2.9502117582521814
119880,811980500,2,1952483.34,1,2022-09-01 00:16:00,2022-09-01 10:05:00,0,0.0,1952663.28,1,2.0,1,0.4665613009281709,0.2889402191956121,0.5849921227205689,45.79425713130208,Low,0.8977482852078174,Normal,1.0986122886681096,14.484613140177258
3437,800EEBBE0,1,3602.96,1,2022-09-01 00:26:00,2022-09-01 00:26:00,0,0.0,3602.96,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,23.263507572449846,Low,0.3646264881820688,Normal,0.6931471805599453,8.189788519887502
15730,802C5B080,46,350959.91000000003,6,2022-09-01 00:10:00,2022-09-10 15:51:00,0,0.0,28991.0,6,1.0,10,0.9498137823214936,0.9561608775872787,0.3461264509586538,74.34736287195749,Medium,0.8005307857762289,Fan-Out,3.8501476017100575,12.768430128724813
329261,80776C3A0,1,182186.2,1,2022-09-01 00:13:00,2022-09-01 00:13:00,0,0.0,182186.2,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,29.05514900432395,Low,0.750735916973676,Normal,0.6931471805599453,12.11279000887036
1688,80BBFD780,14,18435653.39,1,2022-09-01 19:15:00,2022-09-09 03:11:00,0,0.0,11298.06,1,2.0,8,0.8059322050949801,0.2889402191956121,0.5849921227205689,58.66743192642238,Low,0.96409449515995,High Value,2.70805020110221,16.72979708617253
210997,80415AD80,3,485993.85,3,2022-09-01 09:54:00,2022-09-02 09:13:00,0,0.0,5445054.85,3,2.0,1,0.6697196573836165,0.8483990913462602,0.5849921227205689,65.77100758754042,Low,0.8230640303099201,Normal,1.3862943611198906,13.093953306118667
513,8005AB040,4,9661.63,4,2022-09-01 00:18:00,2022-09-09 18:44:00,0,0.0,3679.36,4,1.0,9,0.7272791293342643,0.9117784945241338,0.3461264509586538,60.56300415091379,Low,0.4747916997820921,Normal,1.6094379124341005,9.176021146880204
318510,806B8CC00,1,14489.7,1,2022-09-01 00:09:00,2022-09-01 00:09:00,0,0.0,14489.7,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,25.528451767508585,Low,0.5156227678526516,Normal,0.6931471805599453,9.58126234332662
6,80589BAC0,1,260.13,1,2022-09-01 13:46:00,2022-09-01 13:46:00,0,0.0,12592514.97,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,26.047295869810604,Low,0.1298755128279936,Normal,0.6931471805599453,5.565018367611075
12735,800DB4D40,2,31945.37,2,2022-09-01 00:01:00,2022-09-09 16:46:00,0,0.0,4592.56,2,2.0,9,0.4665613009281709,0.6908142672319261,0.5849921227205689,51.32709522554371,Low,0.5968140780967366,Normal,1.0986122886681096,10.371813838327531
116,80E8C52F0,5,7373.09,2,2022-09-01 00:19:00,2022-09-09 09:19:00,0,0.0,5534.860000000001,2,6.0,9,0.7475437576333152,0.6908142672319261,0.9807011684128136,64.84493932583365,Low,0.4466689067784845,Fan-In,1.791759469228055,8.90572778376436
24515,81074DB10,2,7451.19,2,2022-09-01 00:15:00,2022-09-05 20:09:00,0,0.0,7494609.81,2,2.0,5,0.4665613009281709,0.6908142672319261,0.5849921227205689,49.09227181543625,Low,0.4478258507562389,Normal,1.0986122886681096,8.916263227907452
31043,8007569F0,1,15921.71,1,2022-09-01 11:01:00,2022-09-01 11:01:00,0,0.0,0.0,1,0.0,1,0.1536773715842486,0.2889402191956121,0.0950193058738548,21.90565775786269,Low,0.525210312294391,Normal,0.6931471805599453,9.675501671042204
345392,8112E29E0,1,41005.18,1,2022-09-01 00:08:00,2022-09-01 00:08:00,0,0.0,0.0,1,0.0,1,0.1536773715842486,0.2889402191956121,0.0950193058738548,23.363437350980583,Low,0.6223956185022506,Normal,0.6931471805599453,10.62147806603488
3655,8025D5760,42,191501.24,3,2022-09-01 07:03:00,2022-09-09 12:41:00,0,0.0,20550905.67,3,3.0,9,0.9404505844076144,0.8483990913462602,0.7664633128034463,76.93987311845697,Medium,0.7544783792321513,Normal,3.7612001156935615,12.162654784662363
212789,804EFEBA0,4,32603771.86,1,2022-09-02 16:33:00,2022-09-09 15:59:00,0,0.0,0.0,1,0.0,7,0.7272791293342643,0.2889402191956121,0.0950193058738548,48.70879518872272,Low,0.9736820396016892,High Value,1.6094379124341005,17.299938571542356
9679,803A61E10,4,389689070.68,1,2022-09-01 01:01:00,2022-09-01 01:27:00,0,0.0,1816814.31,1,3.0,1,0.7272791293342643,0.2889402191956121,0.7664633128034463,59.08284020692194,Low,0.99384103388538,High Value,1.6094379124341005,19.78085972701093
2591,80DD680F0,1,2846.41,1,2022-09-01 03:30:00,2022-09-01 03:30:00,0,0.0,2846.41,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,22.87709834426226,Low,0.3388658729695633,Normal,0.6931471805599453,7.954165088149316
20,800246FC0,86,241903.21,8,2022-09-01 00:14:00,2022-09-10 07:51:00,1,0.0116279069767441,389245.64,8,5.0,10,0.9877907199008448,0.9771287266171562,0.9618067641987208,85.13006179367635,Critical,0.7723858599313077,Laundering,4.465908118654584,12.396297100332577
1124,8007817C0,15,24871951.95,5,2022-09-01 00:29:00,2022-09-02 09:47:00,0,0.0,811527.6,5,4.0,2,0.8150780987486896,0.9401326763232924,0.9065179205591964,80.17187660337345,High,0.9695371620466036,High Value,2.772588722239781,17.029251339033507
123102,808A20570,18,137109.07,4,2022-09-01 00:03:00,2022-09-09 22:50:00,0,0.0,16150.25,4,2.0,9,0.8408055146992247,0.9117784945241338,0.5849921227205689,71.91903806647498,Medium,0.7281000565393492,Normal,2.9444389791664403,11.828539312889554
1669,801FE2730,2,1598.84,2,2022-09-01 07:11:00,2022-09-05 09:58:00,0,0.0,662.76,2,1.0,5,0.4665613009281709,0.6908142672319261,0.3461264509586538,43.062169139173314,Low,0.2846846774339586,Normal,1.0986122886681096,7.377658903227539
12797,8010F7030,45,493015.36,5,2022-09-01 00:26:00,2022-09-09 22:22:00,0,0.0,436359124.98,5,3.0,9,0.947933496848082,0.9401326763232924,0.7664633128034463,80.53844675743814,High,0.8240338511747508,Normal,3.828641396489095,13.10829763705841
1047,800F1CF90,2,21263.53,2,2022-09-01 10:31:00,2022-09-07 16:58:00,0,0.0,17753.100000000002,2,2.0,7,0.4665613009281709,0.6908142672319261,0.5849921227205689,50.693955118621965,Low,0.554604737635287,Normal,1.0986122886681096,9.964795705397863
17610,810969750,22,86544.48999999999,3,2022-09-01 00:19:00,2022-09-10 20:09:00,0,0.0,76673.04,3,7.0,10,0.8677089893541033,0.8483990913462602,0.987852088233578,76.7475336972509,Medium,0.6899973641798072,Fan-In,3.1354942159291497,11.368425450638911
3262,800126500,2,103.98,1,2022-09-02 06:21:00,2022-09-09 19:43:00,0,0.0,0.0,1,0.0,8,0.4665613009281709,0.2889402191956121,0.0950193058738548,26.316808484524117,Low,0.0892245256026672,Normal,1.0986122886681096,4.653769855824153
111141,8089C4FC0,9,1214459.88,2,2022-09-01 00:19:00,2022-09-09 08:19:00,0,0.0,319848.67,2,4.0,9,0.7762832520789781,0.6908142672319261,0.9065179205591964,71.16843796466392,Medium,0.8753599101809058,Normal,2.302585092994046,14.009810816119254
142836,81017CC50,1,13555.49,1,2022-09-07 11:54:00,2022-09-07 11:54:00,0,0.0,0.0,1,0.0,1,0.1536773715842486,0.2889402191956121,0.0950193058738548,21.662186443031075,Low,0.5089788913056164,Normal,0.6931471805599453,9.514620678429536
1024,802D58B20,25,1496377.06,3,2022-09-01 00:05:00,2022-09-10 03:17:00,0,0.0,216538.91,3,7.0,10,0.8876396129569677,0.8483990913462602,0.987852088233578,80.37907520940686,High,0.8855953432501876,Fan-In,3.258096538021482,14.218558119493522
38478,80E461BD0,2,8887.59,2,2022-09-01 17:55:00,2022-09-03 14:01:00,0,0.0,1030.1,2,1.0,2,0.4665613009281709,0.6908142672319261,0.3461264509586538,45.78514242483385,Low,0.4662162298113276,Normal,1.0986122886681096,9.092523710754469
134091,80CA91030,2,116273.65,2,2022-09-01 00:16:00,2022-09-04 05:41:00,0,0.0,82607.76,2,2.0,4,0.4665613009281709,0.6908142672319261,0.5849921227205689,53.09432212137247,Low,0.7146292044853209,Normal,1.0986122886681096,11.663710343982414
111443,814218CD0,2,3953.0,1,2022-09-01 00:24:00,2022-09-01 04:09:00,0,0.0,17610.69,1,5.0,1,0.4665613009281709,0.2889402191956121,0.9618067641987208,43.61268835550977,Low,0.3754957253435118,Fan-In,1.0986122886681096,8.282483003730562
1490,81211BC00,1,5000.25,1,2022-09-01 11:43:00,2022-09-01 11:43:00,0,0.0,0.0,7,0.0,1,0.1536773715842486,0.9677192509441668,0.0950193058738548,37.06106551522237,Low,0.4042724432041111,Fan-Out,0.6931471805599453,8.517443160171444
31808,8040781E0,2,719.98,1,2022-09-02 15:20:00,2022-09-09 12:31:00,0,0.0,0.0,1,0.0,7,0.4665613009281709,0.2889402191956121,0.0950193058738548,28.14943792643446,Low,0.2113998217300236,Normal,1.0986122886681096,6.580611397649169
1198,80FFC87B0,100,3064798.01,20,2022-09-01 00:06:00,2022-09-10 04:58:00,0,0.0,71231781.47,20,1.0,10,0.9923470670967144,0.9996549288831568,0.3461264509586538,78.65384537997058,Medium,0.9158952030084568,High Activity,4.61512051684126,14.935492549345817
9608,8047E54E0,21,176460.76,2,2022-09-01 14:39:00,2022-09-10 19:28:00,0,0.0,1275686.22,2,3.0,10,0.8559463902341856,0.6908142672319261,0.7664633128034463,69.94865180815253,Medium,0.7482147851404127,Normal,3.091042453358316,12.080859474658126
34831,808A4F530,2,46.88,1,2022-09-02 17:25:00,2022-09-09 14:54:00,0,0.0,0.0,1,0.0,7,0.4665613009281709,0.2889402191956121,0.0950193058738548,26.04193368598327,Low,0.0708995390332777,Normal,1.0986122886681096,3.868697880689772
48308,811E4ADF0,1,1287988.79,1,2022-09-01 00:09:00,2022-09-01 00:09:00,0,0.0,1412774.48,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,37.27419974688078,Low,0.8783357712993386,Normal,0.6931471805599453,14.068593258596383
38493,8094538C0,2,5378.36,1,2022-09-02 01:28:00,2022-09-09 02:53:00,0,0.0,0.0,1,0.0,8,0.4665613009281709,0.2889402191956121,0.0950193058738548,31.165817235044734,Low,0.4124917756373755,Normal,1.0986122886681096,8.590324686971828
15055,803393380,1,173.24,1,2022-09-01 00:11:00,2022-09-01 00:11:00,0,0.0,23601.54,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,25.7264853651617,Low,0.1084881458514001,Normal,0.6931471805599453,5.16043365918465
310124,80446DED0,3,40211.1,1,2022-09-01 00:25:00,2022-09-09 09:40:00,0,0.0,0.0,1,0.0,9,0.6697196573836165,0.2889402191956121,0.0950193058738548,41.39654707554744,Low,0.6205042666081824,Normal,1.3862943611198906,10.601923224342071
1601,8006775E0,27,21625094.27,4,2022-09-01 15:14:00,2022-09-09 10:11:00,0,0.0,21494667.18,4,1.0,8,0.8933740309336639,0.9117784945241338,0.3461264509586538,73.76098845269306,Medium,0.9671025495021116,High Value,3.332204510175204,16.889365016321644
